submission_id,preferred_abc,preferred_a_or_d,preferred_overall
g5QEA4,Coffee A,Coffee A,Coffee A
kY02eZ,Coffee B,Coffee A,Coffee B
bl2oOL,Coffee A,Coffee D,Coffee D
xd0APy,Coffee B,Coffee D,Coffee B
EPB28o,Coffee C,Coffee D,Coffee C
24bpOV,Coffee A,Coffee D,Coffee D
EPB2bN,Coffee C,Coffee D,Coffee D
LdEeGp,Coffee C,Coffee D,Coffee D
MArWLM,Coffee A,Coffee D,Coffee D
yl0QNX,Coffee B,Coffee A,Coffee B
GroOb2,,,
rl0ek5,Coffee A,Coffee A,Coffee A
bl2oKe,Coffee C,Coffee D,Coffee C
NA4a8G,Coffee B,Coffee D,Coffee B
7dJy1L,Coffee C,Coffee A,Coffee C
oA0qlV,Coffee C,Coffee D,Coffee D
xd05Ad,Coffee A,Coffee D,Coffee D
pL0EGV,Coffee A,Coffee D,Coffee D
PA27Bb,Coffee B,Coffee A,Coffee B
RzZNVQ,Coffee A,Coffee D,Coffee D
9d6k64,Coffee A,Coffee D,Coffee D
QAxbe1,Coffee C,Coffee D,
xd0qov,Coffee A,Coffee D,Coffee D
24bDag,Coffee A,Coffee D,Coffee D
aBjRaE,Coffee C,Coffee D,Coffee C
rl0eqL,Coffee B,Coffee D,Coffee D
PA27P0,Coffee A,Coffee A,Coffee A
xd0ABE,Coffee A,Coffee D,Coffee D
8dJXEo,Coffee C,Coffee A,Coffee C
ZdGML5,Coffee B,Coffee A,Coffee B
5dlJgQ,Coffee A,Coffee A,Coffee C
LdEejy,Coffee B,Coffee A,Coffee B
EPB2YA,Coffee C,Coffee D,Coffee C
6d1gzN,Coffee C,Coffee D,Coffee C
KMP9bA,Coffee B,Coffee D,Coffee D
J2VQ54,Coffee A,Coffee A,Coffee A
lN0x46,Coffee A,Coffee A,Coffee A
5dlJ7E,Coffee A,Coffee D,Coffee D
BGLrPN,Coffee A,Coffee D,Coffee D
8dJ9NA,Coffee C,Coffee D,Coffee C
8dJ9Kr,,,
vN0Re8,Coffee A,Coffee A,Coffee A
421ZLr,,,
YZo1L5,Coffee A,Coffee A,Coffee A
LdE80y,Coffee B,Coffee D,Coffee B
qbYyOg,Coffee A,Coffee A,Coffee A
zK0VKg,Coffee B,Coffee A,Coffee B
rl0XVo,Coffee A,Coffee A,Coffee A
PA2o5x,Coffee A,Coffee D,Coffee B
qbYyb5,Coffee A,Coffee D,Coffee D
5dlNZb,Coffee B,Coffee A,Coffee B
eBNbAx,Coffee A,Coffee D,Coffee D
OAjR0a,Coffee A,Coffee A,Coffee A
kY0LOR,,,
KMPXLX,Coffee B,Coffee A,Coffee B
kY0LAr,Coffee A,Coffee A,Coffee A
jB0KLJ,Coffee A,Coffee A,Coffee A
Al6kbz,Coffee A,Coffee D,Coffee D
WAe4Mv,Coffee A,Coffee D,Coffee D
9d6eEV,Coffee C,Coffee A,Coffee C
MAr0VX,,,
6d1qWP,Coffee C,Coffee D,Coffee C
BGLvAQ,Coffee B,Coffee D,Coffee C
eBNbyq,,,
YZo2x5,Coffee B,Coffee D,Coffee D
ZdGxvo,Coffee C,Coffee D,Coffee D
aBjWKB,Coffee A,Coffee A,Coffee A
24b2lj,Coffee C,Coffee D,Coffee C
zK0Vo8,,,
8dJ9RO,Coffee A,Coffee D,Coffee D
WAe4BP,,,
MAr0PY,Coffee A,Coffee A,Coffee A
lN0pzW,Coffee C,Coffee D,Coffee D
NA4zdQ,Coffee B,Coffee D,Coffee B
GroMYZ,Coffee A,Coffee A,Coffee A
jB0KJx,Coffee C,Coffee D,Coffee D
EPBpMN,Coffee A,Coffee A,Coffee A
24b2Vp,Coffee A,Coffee D,Coffee D
1rbjEg,Coffee A,Coffee D,Coffee D
g5QB6J,,,
6d1q4e,Coffee A,Coffee D,Coffee D
9d6eg4,Coffee B,Coffee A,Coffee C
jB0Kq9,Coffee C,Coffee D,Coffee C
DVXL6E,,,
dYZ7yV,,,
zK0VO1,Coffee A,Coffee A,Coffee A
g5QBpN,Coffee A,Coffee D,Coffee D
9d6ey1,Coffee A,Coffee D,Coffee D
RzZOqv,Coffee A,Coffee D,Coffee C
vN0R6X,Coffee A,Coffee A,Coffee A
oA0JJb,,,
EPBpo2,Coffee C,Coffee A,Coffee C
bl2aG2,Coffee C,Coffee A,Coffee A
QAxGkp,Coffee B,Coffee D,Coffee D
VZ9rRg,,,
ZdGxB5,Coffee A,Coffee D,Coffee D
xd0G5k,Coffee A,Coffee D,Coffee D
J2Vy5K,Coffee C,Coffee D,Coffee C
J2VyvX,Coffee A,Coffee D,Coffee D
7dJQ9R,Coffee B,Coffee D,Coffee A
0EbXQy,,,
7dJQOz,Coffee A,Coffee A,Coffee A
8dJ9Xl,Coffee A,Coffee A,Coffee A
rl0XKo,Coffee A,Coffee D,Coffee D
WAe4vv,Coffee C,Coffee D,Coffee C
OAjRqk,Coffee C,Coffee A,Coffee C
g5QBoJ,Coffee A,Coffee D,Coffee D
zK0lMq,,,
RzZO7j,Coffee C,Coffee D,Coffee C
NA4kXG,,,
8dJ9vP,Coffee A,Coffee D,Coffee D
GroW6p,Coffee A,Coffee D,Coffee D
YZo2Av,Coffee A,Coffee D,Coffee D
1rbjQ4,Coffee A,Coffee A,Coffee A
421Z6r,Coffee B,Coffee A,Coffee B
PA2oG5,Coffee C,Coffee D,Coffee C
OAjv1R,Coffee B,Coffee A,Coffee B
lN0Q65,Coffee A,Coffee A,Coffee C
DVXQzb,Coffee A,Coffee D,Coffee D
DVXLgN,Coffee B,Coffee D,Coffee B
Al6kVz,Coffee A,Coffee A,Coffee A
EPB9LA,Coffee C,Coffee D,Coffee C
rl07A5,Coffee C,Coffee D,Coffee C
5dlRvv,Coffee C,Coffee D,Coffee C
5dlRb6,Coffee A,Coffee A,Coffee A
aBjWWX,Coffee B,Coffee D,Coffee D
RzZp4P,Coffee A,Coffee A,Coffee A
PA2KBx,Coffee C,Coffee D,Coffee C
DVXQyq,,,
xd0KBy,,,
rl07PM,Coffee A,Coffee A,Coffee A
rl07dX,Coffee B,Coffee A,Coffee B
5dlRpZ,Coffee A,Coffee A,Coffee A
5dlReZ,Coffee B,Coffee D,Coffee D
xd0G4r,Coffee A,Coffee D,Coffee D
9d6VR5,Coffee A,Coffee A,Coffee A
eBN46E,Coffee A,Coffee A,Coffee A
pL0a41,Coffee A,Coffee D,Coffee D
rl07vR,Coffee A,Coffee D,Coffee D
PA2K5d,Coffee B,Coffee D,Coffee B
LdElkp,Coffee B,Coffee D,Coffee D
xd0KYG,Coffee B,Coffee D,Coffee B
zK0lA1,Coffee B,Coffee A,Coffee B
VZ9gJa,Coffee A,Coffee A,Coffee A
pL0a6b,Coffee A,Coffee A,Coffee C
DVXQWR,Coffee A,Coffee A,Coffee A
LdEljG,Coffee C,Coffee A,Coffee C
xd0KbG,Coffee C,Coffee A,Coffee C
DVXQrl,,,
vN0ojg,,,
9d6Vk4,Coffee A,Coffee D,Coffee D
pL0apZ,Coffee C,Coffee D,Coffee D
rl077p,Coffee B,Coffee A,Coffee B
WAeyxR,Coffee A,Coffee D,Coffee D
BGLM4e,Coffee B,Coffee A,Coffee B
GroWMQ,Coffee C,Coffee D,Coffee D
aBjVYE,Coffee A,Coffee A,Coffee A
KMPbbz,Coffee C,Coffee D,Coffee C
dYZr5V,Coffee A,Coffee D,Coffee D
421e7X,,,
yl0L7g,Coffee B,Coffee A,Coffee B
1rbq9p,Coffee A,Coffee A,Coffee A
eBNkMk,Coffee B,Coffee D,Coffee D
YZo82z,Coffee A,Coffee A,Coffee A
YZoN0J,Coffee A,Coffee D,Coffee D
0EbX29,Coffee B,Coffee D,Coffee B
24bQXD,Coffee A,Coffee D,Coffee D
bl2bV6,Coffee A,Coffee A,Coffee A
7dJ62P,Coffee B,Coffee D,Coffee B
RzZE4J,,,
DVXgkZ,Coffee A,Coffee A,Coffee A
PA2VO5,Coffee C,Coffee A,Coffee C
24bQeL,Coffee A,Coffee D,Coffee D
YZo8eB,Coffee B,Coffee A,Coffee B
6d1adB,Coffee C,Coffee A,Coffee C
J2V52d,Coffee A,Coffee D,Coffee D
XeRXyj,Coffee B,Coffee A,Coffee B
421eNB,Coffee B,Coffee A,Coffee B
VZ92Pg,Coffee C,Coffee D,Coffee D
yl0Vvp,Coffee A,Coffee A,Coffee A
J2V5bo,,,
QAxPXX,Coffee A,Coffee A,Coffee A
dYZBzr,Coffee C,Coffee D,Coffee D
aBj7lZ,Coffee A,Coffee D,Coffee D
dYZBeq,Coffee C,Coffee D,Coffee C
PA2VP1,Coffee A,Coffee A,Coffee A
qbY0XG,Coffee A,Coffee D,Coffee D
7dJ6OZ,Coffee C,Coffee D,Coffee C
rl0zbN,Coffee C,Coffee D,Coffee D
jB01jR,Coffee A,Coffee A,Coffee A
8dJ7Bx,Coffee A,Coffee A,Coffee A
bl2bP2,Coffee A,Coffee A,Coffee B
zK0PpE,,,
YZoL0N,,,
xd0erk,Coffee A,Coffee A,Coffee A
WAev9L,Coffee B,Coffee D,Coffee D
OAjWlM,Coffee A,Coffee A,Coffee A
yl0W28,Coffee C,Coffee D,Coffee C
421gB5,Coffee A,Coffee D,Coffee D
XeRKeY,,,
6d1XeN,Coffee A,Coffee D,Coffee D
NA4epN,Coffee C,Coffee D,Coffee D
jB0OZ1,Coffee A,Coffee A,Coffee A
RzZ70j,Coffee A,Coffee D,Coffee D
dYZ5bD,Coffee B,Coffee A,Coffee B
LdERNp,Coffee B,Coffee A,Coffee B
aBj8rq,,,
vN0QGX,Coffee A,Coffee D,Coffee D
PA2VKd,Coffee A,Coffee D,Coffee D
421g1O,Coffee C,Coffee D,Coffee D
VZ9k9a,Coffee A,Coffee D,Coffee D
6d1XRP,Coffee A,Coffee D,Coffee D
ZdGpev,Coffee A,Coffee A,Coffee A
g5QRJ1,Coffee A,Coffee A,Coffee A
0EbpD0,Coffee A,Coffee A,Coffee A
421ga5,Coffee C,Coffee D,Coffee C
0EbpkQ,Coffee A,Coffee D,Coffee D
EPB4JX,Coffee A,Coffee A,Coffee A
KMPqxg,Coffee B,Coffee D,Coffee B
VZ92pM,Coffee A,Coffee D,Coffee D
QAx6zA,Coffee A,Coffee D,Coffee D
ZdGpJo,Coffee B,Coffee D,Coffee D
24bMRg,Coffee A,Coffee D,Coffee D
EPB4Pr,Coffee A,Coffee D,Coffee D
yl0Wkd,Coffee A,Coffee D,Coffee D
dYZ5VV,Coffee C,Coffee D,Coffee D
7dJ852,Coffee B,Coffee A,Coffee B
VZ9ky6,Coffee B,Coffee A,Coffee B
zK0a8M,Coffee A,Coffee A,Coffee A
0EbpWj,Coffee B,Coffee D,Coffee D
yl0W8X,Coffee A,Coffee D,Coffee D
PA2aJe,Coffee A,Coffee A,Coffee A
5dly0Z,Coffee C,Coffee A,Coffee C
VZ9kRv,Coffee B,Coffee A,Coffee B
ZdGpqy,Coffee B,Coffee A,Coffee B
rl0zKv,Coffee C,Coffee A,Coffee C
24bM69,Coffee C,Coffee D,Coffee D
24bMXM,Coffee A,Coffee D,Coffee A
ZdGpAe,Coffee B,Coffee D,Coffee B
24bMBM,Coffee B,Coffee D,Coffee D
24bMKD,Coffee C,Coffee D,Coffee C
eBNdrx,Coffee B,Coffee D,Coffee D
5dlyld,Coffee A,Coffee A,Coffee A
6d1XAe,Coffee B,Coffee A,Coffee B
rl0XqM,Coffee B,Coffee A,Coffee B
Al6V2y,Coffee C,Coffee A,Coffee C
0EbpQP,Coffee B,Coffee A,Coffee B
ZdG06a,Coffee B,Coffee D,Coffee B
EPB2aL,Coffee A,Coffee D,Coffee D
bl2BVe,Coffee B,Coffee D,Coffee B
XeRVlO,Coffee C,Coffee A,Coffee C
OAjpDK,Coffee A,Coffee D,Coffee D
KMP7lD,,,
RzZXGp,Coffee B,Coffee A,Coffee B
dYZLxV,Coffee B,Coffee D,Coffee D
NA4KXN,Coffee C,Coffee A,Coffee C
5dl6vZ,Coffee A,Coffee D,Coffee D
kY0DK1,,,
LdEAbJ,Coffee A,Coffee D,Coffee D
jB0dQ1,Coffee B,Coffee D,Coffee B
24bqre,Coffee B,Coffee A,Coffee B
LdEAEv,Coffee A,Coffee D,Coffee D
jB0d5a,Coffee B,Coffee D,Coffee C
EPBjLB,Coffee C,Coffee A,Coffee C
xd0kZv,Coffee A,Coffee A,Coffee A
421WvY,Coffee A,Coffee D,Coffee D
J2VaJR,Coffee A,Coffee D,Coffee D
xd0kly,Coffee B,Coffee A,Coffee B
aBjb9E,Coffee B,Coffee D,Coffee B
24bqRp,Coffee A,Coffee D,Coffee D
RzZXbd,Coffee A,Coffee A,Coffee A
dYZLJV,Coffee A,Coffee D,Coffee D
ZdG4ya,Coffee B,Coffee A,Coffee B
RzZX9K,Coffee B,Coffee A,Coffee B
24bqlL,Coffee C,Coffee A,Coffee C
BGLOW1,Coffee C,Coffee D,Coffee D
421W6r,Coffee C,Coffee D,Coffee C
OA81Q7,Coffee A,,Coffee A
kY0D2o,Coffee C,Coffee D,Coffee C
qbYx9g,Coffee C,Coffee D,Coffee C
WAl9Oj,Coffee C,Coffee A,Coffee C
XeOlxj,Coffee B,Coffee A,Coffee B
pL0jMZ,Coffee A,Coffee A,Coffee A
Rz8KDl,Coffee C,Coffee A,Coffee C
AlWPBB,Coffee B,Coffee D,Coffee D
blNVVL,Coffee B,Coffee D,Coffee B
xd9xaJ,Coffee C,Coffee D,Coffee D
5dEKdb,Coffee C,Coffee D,Coffee C
MA8KaY,Coffee A,Coffee D,Coffee D
WAeGGN,Coffee A,Coffee D,Coffee A
9d2GlK,Coffee C,Coffee D,Coffee C
24O8PA,Coffee A,Coffee A,Coffee A
zKWXbR,,,
jBGDW1,Coffee B,Coffee A,Coffee B
VZoE4y,Coffee C,Coffee D,Coffee D
XeRVRg,Coffee A,Coffee A,Coffee A
yleZ08,Coffee B,Coffee A,Coffee B
VZoEby,Coffee A,Coffee D,Coffee D
g5WjNP,Coffee B,Coffee A,Coffee B
Rz8KZK,Coffee B,Coffee A,Coffee B
Ld51Vj,Coffee B,Coffee A,Coffee B
QA82OG,Coffee C,Coffee D,Coffee C
vNqjz0,Coffee C,Coffee D,Coffee D
vNqj6d,Coffee B,Coffee A,Coffee B
J28KbJ,Coffee A,Coffee A,Coffee A
kYOaKo,Coffee C,Coffee A,Coffee C
blNVJE,Coffee B,Coffee A,Coffee B
1rGP7O,Coffee A,Coffee D,Coffee D
OA81vM,Coffee B,Coffee A,Coffee B
OA81RM,Coffee B,Coffee D,Coffee B
YZVD76,Coffee C,Coffee A,Coffee C
OA81MA,Coffee A,Coffee D,Coffee D
PA8jVx,Coffee C,Coffee A,Coffee C
zKWXB8,Coffee C,Coffee D,Coffee C
MA8K0E,Coffee C,Coffee D,Coffee C
qbjZNG,Coffee A,Coffee A,Coffee A
42PXe5,Coffee A,Coffee D,Coffee D
8djo9k,Coffee C,Coffee A,Coffee C
xd9x9d,Coffee B,Coffee A,Coffee B
zKWXVZ,Coffee A,Coffee A,Coffee D
6dr82B,Coffee A,,Coffee D
OA8Dag,Coffee B,Coffee A,Coffee B
5dEBbE,Coffee C,Coffee A,Coffee B
QA8KBk,,,
oAlbEx,,,
42PXVo,Coffee A,Coffee D,Coffee D
eB9qre,Coffee A,Coffee A,Coffee A
eB9qxo,,,
dYQWYA,Coffee C,Coffee D,Coffee D
g5WD9l,Coffee C,Coffee A,Coffee C
Ld51Zj,Coffee A,Coffee A,Coffee A
NA8pBb,Coffee B,Coffee D,Coffee B
42P41o,Coffee A,Coffee A,Coffee A
AlW7Qe,,,
OA8DVY,Coffee B,Coffee A,Coffee B
PA8dEQ,Coffee C,Coffee D,Coffee C
VZoLb6,Coffee B,Coffee A,Coffee B
aBZQA2,Coffee A,Coffee D,Coffee D
OA8Dka,Coffee A,Coffee A,Coffee B
g5WDkJ,Coffee C,Coffee D,Coffee C
oAlb5N,Coffee A,Coffee A,Coffee A
8dj16r,Coffee B,Coffee D,Coffee D
QA8KkY,Coffee A,Coffee D,Coffee D
rl2jYo,Coffee B,Coffee A,Coffee B
EP8kYr,Coffee C,Coffee A,Coffee C
ylePpg,Coffee C,Coffee D,Coffee C
GrYx7e,Coffee A,Coffee D,Coffee D
8dj1jk,Coffee A,Coffee D,Coffee D
6dr8pN,Coffee A,Coffee A,Coffee A
PA8dLV,Coffee A,Coffee A,Coffee A
DV04PZ,Coffee C,Coffee D,Coffee C
9d2qaV,Coffee B,Coffee A,Coffee B
PA8jy5,Coffee C,Coffee D,Coffee D
XeOxkY,Coffee A,Coffee D,Coffee D
AlW7kW,Coffee A,Coffee D,Coffee D
g5WDB1,Coffee A,Coffee D,Coffee D
VZoLrE,Coffee A,Coffee D,Coffee D
QA8Kgl,Coffee C,Coffee A,Coffee C
YZVjaW,Coffee A,Coffee A,Coffee A
24OEMb,Coffee C,Coffee A,Coffee C
Rz8GXv,Coffee B,Coffee A,Coffee B
vNqjL4,Coffee C,Coffee A,Coffee C
zKWxaE,Coffee B,Coffee A,Coffee B
aBZQ8y,Coffee B,Coffee A,Coffee B
NA8q7O,Coffee A,Coffee D,Coffee D
eB955Q,Coffee C,Coffee A,Coffee C
dYQb6K,Coffee A,Coffee D,Coffee D
aBZNLW,Coffee B,Coffee A,Coffee B
jBGe9E,Coffee A,Coffee D,Coffee D
rl2y5l,Coffee B,Coffee D,Coffee B
KM8plV,Coffee C,Coffee D,Coffee C
ZdP9R0,Coffee C,Coffee D,Coffee D
rl2DLl,Coffee B,Coffee A,Coffee B
aBZOZ9,Coffee C,Coffee D,Coffee C
pL4eJZ,Coffee B,Coffee A,Coffee B
42Pazo,Coffee A,Coffee A,Coffee A
9d2N4K,Coffee C,Coffee A,Coffee C
XeO52V,Coffee C,Coffee D,Coffee D
EP8qA2,Coffee B,Coffee D,Coffee B
EP8zro,Coffee B,Coffee D,Coffee B
AlWPgo,Coffee B,Coffee A,Coffee B
AlWrjN,Coffee A,Coffee A,Coffee A
aBZOvy,Coffee A,Coffee A,Coffee A
xd9xzr,Coffee C,Coffee D,Coffee C
VZopvE,Coffee A,Coffee D,Coffee D
eB9ZWo,Coffee C,Coffee D,Coffee C
24Ojye,Coffee B,Coffee A,Coffee B
8djNDz,Coffee B,Coffee D,Coffee A
eB95oJ,Coffee C,Coffee A,Coffee C
J281Po,,,
Rz8Wyj,Coffee A,Coffee D,Coffee D
PA8RQB,Coffee A,Coffee D,Coffee D
blN5jL,Coffee B,Coffee A,Coffee B
5dEXJ6,Coffee B,Coffee D,Coffee D
xd9x8J,Coffee B,Coffee D,Coffee B
vNqX5D,Coffee C,Coffee A,Coffee C
XeO56Y,Coffee B,Coffee D,Coffee D
xd9Vbv,Coffee B,Coffee D,Coffee B
pL4eYB,Coffee C,Coffee A,Coffee C
NA8qGQ,Coffee B,Coffee D,Coffee D
0EoV9y,Coffee B,Coffee D,Coffee C
J281Nd,Coffee C,Coffee A,Coffee C
DV0q8R,Coffee B,Coffee A,Coffee C
QA8oy1,Coffee A,Coffee A,Coffee A
6drDoB,Coffee C,Coffee D,Coffee D
VZopRa,Coffee C,Coffee A,Coffee C
aBZ95W,Coffee A,Coffee A,Coffee A
9d2GA1,Coffee A,Coffee D,Coffee D
GrY6x2,Coffee A,Coffee A,Coffee A
g5WaaK,Coffee B,Coffee D,Coffee B
BG8EjA,Coffee B,Coffee D,Coffee B
aBZ9GX,Coffee B,Coffee D,Coffee D
aBZOMB,Coffee B,Coffee D,Coffee B
AlWzdy,Coffee C,,Coffee A
jBGZ74,Coffee A,Coffee A,Coffee A
rl2Djp,Coffee C,Coffee A,Coffee C
zKWjyE,Coffee A,Coffee D,Coffee D
9d2BvV,Coffee A,Coffee A,Coffee A
KM8za7,Coffee B,Coffee A,Coffee B
GrY6re,Coffee B,Coffee D,Coffee D
OA8aLg,Coffee B,Coffee D,Coffee D
NA8rA0,Coffee C,Coffee A,Coffee C
5dEbDb,Coffee B,Coffee A,Coffee B
jBGZBQ,Coffee A,Coffee A,Coffee A
GrY6JZ,Coffee A,Coffee D,Coffee D
yleXOB,Coffee B,Coffee D,Coffee D
OA8akK,Coffee A,Coffee D,Coffee D
jBGZvR,Coffee C,Coffee A,Coffee C
GrY6Xp,Coffee A,Coffee A,Coffee A
zKWjd1,Coffee A,Coffee A,Coffee A
Ld59k1,Coffee C,Coffee D,Coffee C
MA81dX,Coffee A,Coffee D,Coffee D
J28qao,,,
5dEbNZ,Coffee C,Coffee D,Coffee A
VZoGry,,,
6drDqP,Coffee B,Coffee D,Coffee D
1rGXe1,Coffee C,Coffee D,Coffee D
PA8pVV,Coffee A,Coffee D,Coffee D
AlWKzk,Coffee B,Coffee A,Coffee B
lNVBok,Coffee A,Coffee D,Coffee D
PA8pVe,Coffee A,Coffee D,Coffee D
zKWNxa,Coffee A,Coffee D,Coffee D
0Eo7O0,Coffee A,Coffee D,Coffee D
9d2XD4,Coffee B,Coffee A,Coffee B
VZojZl,Coffee A,Coffee A,Coffee A
NA8DVN,Coffee C,Coffee D,Coffee C
7d4bx9,Coffee C,Coffee D,Coffee D
qbjab8,Coffee A,Coffee D,Coffee D
jBGby9,Coffee A,Coffee A,Coffee A
zKWNKE,Coffee C,Coffee D,Coffee D
Ld5zz1,Coffee C,Coffee D,Coffee C
XeOrQg,,,
dYQN8K,Coffee A,Coffee A,Coffee A
rl2Bgl,Coffee C,Coffee D,Coffee B
5dE4eE,Coffee B,Coffee A,Coffee B
QA8Mk7,Coffee A,Coffee A,Coffee A
g5WD6d,Coffee C,Coffee D,Coffee D
jBGaVR,Coffee C,Coffee D,Coffee C
Rz8dZK,Coffee A,Coffee A,Coffee A
42PBdO,Coffee C,Coffee A,Coffee C
GrYxZ2,Coffee A,Coffee D,Coffee D
GrYKgp,Coffee C,Coffee D,Coffee D
NA8Ddl,Coffee B,Coffee D,Coffee B
DV0Kbq,Coffee A,Coffee D,Coffee C
oAlDkx,Coffee A,Coffee D,Coffee D
kYOb9r,Coffee B,Coffee A,Coffee B
OA8lg7,Coffee C,Coffee A,Coffee C
VZoGJ6,Coffee A,Coffee A,Coffee A
VZojqJ,Coffee A,Coffee A,Coffee A
42PQRd,Coffee C,Coffee D,Coffee C
qbja4Y,Coffee B,Coffee D,Coffee D
Rz8KWd,Coffee C,Coffee D,Coffee D
VZoL46,Coffee A,Coffee A,Coffee A
WAl9ee,Coffee A,Coffee D,Coffee D
PA8Dq0,Coffee B,Coffee D,Coffee B
YZVR8v,Coffee B,Coffee A,Coffee B
5dE4Ab,Coffee A,Coffee D,Coffee D
oAlD8M,Coffee A,Coffee A,Coffee A
1rGk8b,Coffee A,Coffee A,Coffee A
rl2BZL,Coffee A,Coffee D,Coffee D
vNqer0,Coffee A,Coffee D,Coffee D
PA815b,Coffee C,Coffee A,Coffee C
WAlEEN,Coffee C,Coffee A,Coffee C
kYOe7j,,,Coffee D
pL4y0y,Coffee C,Coffee D,Coffee C
NA8lDl,Coffee A,Coffee D,Coffee D
qbjDWk,Coffee A,Coffee D,Coffee D
XeOJMV,Coffee C,Coffee A,Coffee C
1rGdKM,Coffee A,Coffee A,Coffee A
WAlrbP,Coffee C,Coffee D,Coffee D
7d4L12,Coffee B,Coffee D,Coffee B
J28p8z,Coffee C,Coffee A,Coffee C
pL4y4y,Coffee C,Coffee A,Coffee C
oAle1P,Coffee A,Coffee D,Coffee A
DV0kER,Coffee C,Coffee A,Coffee C
AlW2vk,Coffee C,Coffee D,Coffee C
MA8N0g,,,
EP8dVX,Coffee A,Coffee D,Coffee D
oAleL1,Coffee A,Coffee A,Coffee A
9d2ZNX,Coffee B,Coffee A,Coffee B
NA8l2Q,Coffee A,Coffee A,Coffee A
8djaYO,Coffee A,Coffee A,Coffee A
6drjXo,Coffee C,Coffee D,Coffee C
PA81MP,Coffee C,Coffee A,Coffee C
EP8d7o,Coffee A,Coffee A,Coffee A
1rGdqL,Coffee A,Coffee A,Coffee A
xd9Dxk,Coffee A,Coffee A,Coffee A
BG8pae,Coffee C,Coffee A,Coffee C
pL4y8E,Coffee B,Coffee A,Coffee B
24OABe,Coffee C,Coffee A,Coffee C
rl2Bzo,,,
ZdPO2B,Coffee B,Coffee D,Coffee B
kYOGdZ,Coffee A,Coffee A,Coffee A
zKWy91,Coffee C,Coffee D,Coffee C
eB9rLO,Coffee C,Coffee D,Coffee D
9d2Z6G,Coffee A,,Coffee A
pL4or1,Coffee C,Coffee A,Coffee C
dYQ0DA,Coffee B,Coffee A,Coffee B
1rG4xb,,,
5dE9EP,Coffee A,Coffee A,Coffee A
9d2ZjQ,,,
24OALV,,,
pL4o2J,,,
8djLyl,Coffee B,Coffee A,Coffee B
0Eo859,Coffee A,Coffee D,Coffee D
9d2Zp1,Coffee A,Coffee D,Coffee D
oAlRqe,Coffee C,Coffee A,Coffee C
6drK0J,Coffee C,Coffee A,Coffee C
lNVO4V,Coffee B,Coffee A,Coffee B
AlWp9o,Coffee C,Coffee A,Coffee C
EP8lO4,Coffee B,Coffee D,Coffee B
g5Wqll,Coffee C,Coffee D,Coffee C
8djL45,Coffee C,Coffee A,Coffee D
VZoPrv,Coffee C,Coffee D,Coffee D
rl2oD5,Coffee C,Coffee D,Coffee C
XeO40z,Coffee B,Coffee D,Coffee B
oAl26X,Coffee C,Coffee D,Coffee C
DV07Bp,Coffee A,Coffee D,Coffee D
NA87DN,Coffee B,Coffee D,Coffee D
MA8Ezl,Coffee A,Coffee A,Coffee A
5dE9DN,Coffee C,Coffee D,Coffee C
jBGlx4,Coffee A,Coffee A,Coffee A
blNWNg,Coffee C,Coffee A,Coffee C
GrYRLk,Coffee A,Coffee D,Coffee D
GrYR0k,Coffee B,Coffee D,Coffee D
MA8EAk,Coffee C,Coffee D,Coffee C
OA8787,Coffee A,Coffee A,Coffee A
24OKL9,Coffee A,Coffee A,Coffee A
pL4D9E,,,
VZozlM,Coffee B,Coffee A,Coffee B
vNqPqv,Coffee B,Coffee A,Coffee B
kYONrJ,Coffee B,Coffee A,Coffee C
aBZ2lE,Coffee C,Coffee D,Coffee D
BG8xbQ,Coffee A,Coffee A,Coffee A
AlWB5N,Coffee A,Coffee A,Coffee A
DV076l,Coffee C,,Coffee C
Rz8D9K,Coffee C,Coffee A,Coffee D
jBGl1a,Coffee A,Coffee D,Coffee D
AlWB1D,Coffee A,Coffee D,Coffee D
24OK29,Coffee A,Coffee A,Coffee A
24OPPA,Coffee A,Coffee A,Coffee A
g5WGdN,Coffee C,Coffee D,Coffee C
7d4xXA,Coffee A,Coffee A,Coffee A
ZdPaNA,Coffee A,Coffee A,Coffee A
ZdPadA,Coffee C,Coffee A,Coffee C
eB9R6J,Coffee A,Coffee D,Coffee D
VZoJ4g,Coffee C,Coffee A,Coffee C
ZdPaGe,Coffee A,Coffee D,Coffee D
zKWYR1,Coffee A,Coffee D,Coffee D
1rGV6p,Coffee B,Coffee D,Coffee D
BG87r1,Coffee A,Coffee A,Coffee A
PA8OJ0,Coffee B,Coffee A,Coffee D
QA8V6X,Coffee A,Coffee A,Coffee A
WAlzbQ,Coffee A,Coffee D,Coffee D
vNqyev,Coffee B,Coffee A,Coffee B
aBZY5v,Coffee C,Coffee A,Coffee C
8djQeY,Coffee A,Coffee A,Coffee A
9d2D11,Coffee C,Coffee D,Coffee D
PA8595,Coffee C,Coffee D,Coffee D
XeOWRe,Coffee A,Coffee D,Coffee D
qbjAN9,,,
42PxP5,Coffee A,Coffee A,Coffee A
oAlMgx,Coffee A,Coffee D,Coffee D
lNVdxp,,,
6dr2Be,Coffee B,Coffee A,Coffee B
42PxMB,Coffee C,Coffee A,Coffee C
0Eo6NQ,,,
zKWDg0,Coffee A,Coffee D,Coffee D
6dr2lO,Coffee B,Coffee A,Coffee B
EP8WgN,Coffee C,Coffee A,Coffee C
Ld5WAz,Coffee B,Coffee A,Coffee B
