submission_id,age,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,work_from_home
vNx5JX,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
zKQ5e1,25-34 years old,Female,,Master's degree,Other (please specify),"Bi-ethnic (Indian, German)",Employed full-time,,Democrat,I primarily work in person
lNlkKV,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work in person
rlrMJX,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
8dp4PY,18-24 years old,Female,,Master's degree,Asian/Pacific Islander,,Student,,No affiliation,I do a mix of both
LdMLaz,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I do a mix of both
rlrM0L,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
PABJBd,25-34 years old,,,,,,,,,
NAB1Rp,35-44 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Student,,Independent,I primarily work from home
42NV9d,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
jB9A76,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
OABMLK,>65 years old,Male,,High school graduate,White/Caucasian,,Retired,,Democrat,
GrBABz,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Unemployed,,No affiliation,I primarily work from home
YZzlY6,25-34 years old,Male,,Some college or associate's degree,Other (please specify),Cajun/Native American,Unemployed,,Democrat,I primarily work from home
YZzlo0,>65 years old,Female,,Master's degree,White/Caucasian,,Retired,2,Democrat,
g5N671,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
qbE1k5,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
7d9r16,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
24xGkV,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Student,,Democrat,
BGbWA4,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
rlrMJp,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
bl4Qr2,18-24 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
aBrqDE,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work from home
YZzlrq,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
VZ1O9l,35-44 years old,Prefer not to say,,Bachelor's degree,White/Caucasian,,Homemaker,1,Democrat,I do a mix of both
EPb7Lo,25-34 years old,Prefer not to say,,Master's degree,Asian/Pacific Islander,,Student,,No affiliation,I do a mix of both
jB9A09,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
GrBAL2,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPb7Z2,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,More than 3,Democrat,I primarily work from home
EPb7vA,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
42NVPo,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
g5N6JM,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,More than 3,No affiliation,I do a mix of both
9dJj2K,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
xdN5Rk,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
24xGvA,25-34 years old,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
AlbeWo,18-24 years old,Male,,Bachelor's degree,Other (please specify),Mixed Asian American,Employed full-time,,Democrat,
ZdRrza,25-34 years old,Non-binary,,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,Democrat,I primarily work from home
qbE1Ek,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Republican,I primarily work from home
1r2oN4,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work in person
VZ1ObN,18-24 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Student,,No affiliation,I primarily work in person
24xGxA,35-44 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,1,No affiliation,I primarily work in person
pLPpRy,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Student,,Democrat,I do a mix of both
J2kvk7,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
oAVL55,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
lNlkWp,45-54 years old,Female,,High school graduate,Asian/Pacific Islander,,Employed full-time,1,No affiliation,I primarily work from home
QABl8l,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
eBxWxo,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
eBxW2E,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I do a mix of both
rlrMd5,25-34 years old,Male,,Bachelor's degree,Other (please specify),"Asian, Caucasian",Employed full-time,,Democrat,I primarily work from home
8dp4Ak,35-44 years old,Male,,Bachelor's degree,Black/African American,,Unemployed,,,I primarily work from home
RzByvv,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
rlrM2p,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work in person
24xG1g,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
EPb7BL,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
eBxWKJ,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
zKQ5J8,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
ZdRrZ5,18-24 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
1r2o2L,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
xdN599,25-34 years old,Male,,Master's degree,White/Caucasian,,Student,,No affiliation,I do a mix of both
YZzlpz,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,No affiliation,I primarily work from home
bl4Q82,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work in person
PABJ80,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Student,,Republican,I primarily work from home
24xGOb,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
5dqPGP,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work in person
bl4Q4E,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,2,Independent,I primarily work in person
KMBKBK,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Retired,2,No affiliation,I primarily work from home
DVv6Jj,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
eBxW7E,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
GrBAoz,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,No affiliation,I do a mix of both
EPb70o,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
kYRBJd,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
J2kv2d,25-34 years old,Male,,Bachelor's degree,Other (please specify),ashkenazim,Employed full-time,1,Democrat,I primarily work from home
OABMdk,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
LdMLvz,25-34 years old,Male,,,White/Caucasian,,,,,I primarily work from home
0EjRv0,18-24 years old,Male,,,,,,,,
VZ1OZv,>65 years old,,,,,,,,,I primarily work in person
5dqPLM,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work from home
LdMLXG,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
RzByZP,35-44 years old,Male,,,,,,,,I primarily work from home
42NVvB,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
GrBAqO,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
BGbWj4,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Independent,I do a mix of both
BGbWB7,18-24 years old,Male,,,,,,,,I do a mix of both
ylq5o6,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
J2kvLJ,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
42NVjb,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,,I primarily work from home
bl4Q2E,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work in person
5dqPev,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
6dQEvO,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
jB9ALR,18-24 years old,Female,,Master's degree,White/Caucasian,,Student,,Democrat,I do a mix of both
9dJjpK,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,,,,I primarily work from home
LdMLE2,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Student,,No affiliation,I do a mix of both
xdN54E,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
J2kvV7,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,Democrat,I do a mix of both
8dp46k,55-64 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
1r2oD4,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
bl4QK0,18-24 years old,Non-binary,,Master's degree,Hispanic/Latino,,Student,,No affiliation,I primarily work in person
DVv6AX,18-24 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work in person
QABlxk,25-34 years old,Non-binary,,Master's degree,Other (please specify),Mexican and Japanese,Employed part-time,,Democrat,I do a mix of both
aBrqjy,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
XeBP1e,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
qbE1P2,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
9dJjlG,55-64 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
WApVPJ,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
jB9A5Y,25-34 years old,Male,,Master's degree,White/Caucasian,,Student,,Democrat,I primarily work in person
OABMjA,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,2,Independent,I primarily work in person
DVv6V5,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
XeBPMd,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
6dQEAo,55-64 years old,Female,,Some college or associate's degree,White/Caucasian,,Unemployed,2,Republican,I primarily work from home
jB9AG9,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
pLPpVV,18-24 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
rlrMYo,45-54 years old,,,,,,,,,
5dqPpQ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
rlrMbN,25-34 years old,,,,,,,,,
zKQ51g,18-24 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
7d9rp2,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
5dqPMQ,18-24 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Independent,I do a mix of both
9dJjrE,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
MAdp78,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
kYRBpo,35-44 years old,,,,,,,,,
pLPpz1,18-24 years old,Non-binary,,Some college or associate's degree,White/Caucasian,,Student,,No affiliation,I do a mix of both
KMBKgX,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Independent,I primarily work in person
QABlk1,18-24 years old,Female,,Some college or associate's degree,Asian/Pacific Islander,,Student,,,
XeBPzz,25-34 years old,,,,,,,,,
8dp4gP,35-44 years old,,,,,,,,,
PABJ41,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
QABlO1,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Retired,,Democrat,I primarily work from home
RzByjK,35-44 years old,Male,,Master's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
kYRBrr,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
PABJGx,35-44 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,1,Democrat,I primarily work from home
