submission_id,monthly_coffee_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,monthly_spend_band_order,estimated_monthly_spend
xdN5by,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
ylq5Lp,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
0EjR96,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
dY2eMA,$80-$100,$8-$10,$8-$10,No,$20-$50,Yes,5,90.0
jB9A4x,$20-$40,$4-$6,$4-$6,Yes,$300-$500,Yes,2,30.0
42NV5B,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
oAVLZP,$40-$60,$6-$8,$8-$10,Yes,$50-$100,Yes,3,50.0
EPb77X,$40-$60,$4-$6,$6-$8,No,"More than $1,000",Yes,3,50.0
pLPpQV,<$20,$6-$8,$8-$10,No,,,1,10.0
OABMq7,$40-$60,More than $20,More than $20,No,"More than $1,000",Yes,3,50.0
PABJJ5,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
1r2oQQ,$60-$80,$6-$8,$8-$10,Yes,"More than $1,000",Yes,4,70.0
6dQEoO,$40-$60,$8-$10,$6-$8,No,"More than $1,000",Yes,3,50.0
24xG6V,$20-$40,$8-$10,$10-$15,Yes,$20-$50,Yes,2,30.0
lNlkkB,<$20,More than $20,More than $20,No,$100-$300,Yes,1,10.0
oAVL8e,$20-$40,$4-$6,$6-$8,Yes,$100-$300,Yes,2,30.0
rlrMz5,$40-$60,$6-$8,$10-$15,No,$100-$300,Yes,3,50.0
42NV0k,$60-$80,$8-$10,More than $20,No,$500-$1000,Yes,4,70.0
MAdpZp,$60-$80,$10-$15,$8-$10,Yes,$500-$1000,Yes,4,70.0
eBxW4E,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
rlrM4v,,,,,,,,
OABMx7,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
OABMZR,<$20,$4-$6,$4-$6,Yes,$300-$500,Yes,1,10.0
GrBAPo,$20-$40,$6-$8,$8-$10,Yes,$20-$50,Yes,2,30.0
PABJxQ,,,,,,,,
jB9AKR,$40-$60,$6-$8,$6-$8,Yes,$100-$300,Yes,3,50.0
QABl98,<$20,$6-$8,$15-$20,Yes,$50-$100,Yes,1,10.0
xdN55y,,,,,,,,
lNlk8B,$60-$80,$8-$10,$8-$10,Yes,$100-$300,Yes,4,70.0
NAB1kW,$80-$100,$8-$10,$15-$20,Yes,$300-$500,No,5,90.0
PABJQ5,$60-$80,$6-$8,$10-$15,Yes,$500-$1000,Yes,4,70.0
dY2eOz,<$20,$6-$8,$8-$10,Yes,Less than $20,,1,10.0
LdML8G,<$20,$8-$10,$8-$10,No,$50-$100,Yes,1,10.0
ylq5O0,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
9dJjAp,$40-$60,$4-$6,$6-$8,No,$500-$1000,Yes,3,50.0
NAB1GW,$60-$80,$8-$10,$8-$10,Yes,$20-$50,Yes,4,70.0
GrBAGo,$20-$40,$15-$20,$15-$20,Yes,$300-$500,Yes,2,30.0
7d9rG9,$20-$40,$10-$15,More than $20,Yes,$300-$500,Yes,2,30.0
24xGWV,$20-$40,$4-$6,$6-$8,No,$100-$300,Yes,2,30.0
5dqPRP,$60-$80,$8-$10,$6-$8,Yes,$300-$500,No,4,70.0
KMBK9M,<$20,$6-$8,$6-$8,No,$300-$500,Yes,1,10.0
kYRB26,$20-$40,$4-$6,$6-$8,Yes,$300-$500,Yes,2,30.0
ZdRrry,$60-$80,$8-$10,$10-$15,Yes,$500-$1000,Yes,4,70.0
g5N6ld,$20-$40,$6-$8,$8-$10,Yes,$100-$300,No,2,30.0
DVv6Qj,$60-$80,$4-$6,$8-$10,No,"More than $1,000",Yes,4,70.0
aBrqW9,,$8-$10,$8-$10,Yes,,Yes,,
MAdpxX,>$100,$15-$20,$10-$15,Yes,"More than $1,000",Yes,6,110.0
rlrM9l,$20-$40,$8-$10,$10-$15,No,"More than $1,000",Yes,2,30.0
7d9r0P,,$8-$10,$8-$10,Yes,Less than $20,Yes,,
BGbWRN,$40-$60,$6-$8,$10-$15,Yes,"More than $1,000",Yes,3,50.0
BGbWNA,$20-$40,$4-$6,$4-$6,No,$300-$500,Yes,2,30.0
xdN5Wo,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
9dJjb1,$40-$60,$6-$8,$8-$10,Yes,"More than $1,000",Yes,3,50.0
bl4Q1g,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
9dJjeG,<$20,$15-$20,$6-$8,Yes,"More than $1,000",Yes,1,10.0
J2kvPd,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
EPb7oX,$20-$40,$8-$10,$10-$15,No,$100-$300,Yes,2,30.0
RzByAl,$60-$80,$15-$20,More than $20,Yes,"More than $1,000",Yes,4,70.0
PABJKd,$20-$40,$10-$15,$10-$15,No,Less than $20,Yes,2,30.0
42NVZb,$80-$100,$8-$10,$8-$10,Yes,"More than $1,000",Yes,5,90.0
QABlZg,$40-$60,$8-$10,Less than $2,Yes,$100-$300,Yes,3,50.0
kYRBBM,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
qbE1r2,<$20,$8-$10,$10-$15,Yes,Less than $20,Yes,1,10.0
vNx55Q,$20-$40,$2-$4,$2-$4,Yes,$100-$300,Yes,2,30.0
YZzll5,$40-$60,$8-$10,$8-$10,Yes,$50-$100,Yes,3,50.0
QABlQp,$60-$80,$8-$10,More than $20,Yes,"More than $1,000",Yes,4,70.0
jB9ARE,>$100,$8-$10,$10-$15,No,"More than $1,000",Yes,6,110.0
EPb7Ro,<$20,$6-$8,$6-$8,Yes,$300-$500,Yes,1,10.0
9dJjz4,,,,,,,,
qbElL5,,,,,,,,
RzBy7P,$20-$40,$6-$8,$6-$8,No,$20-$50,No,2,30.0
pLPpjE,<$20,$4-$6,$4-$6,Yes,Less than $20,Yes,1,10.0
jB9AO6,,,,,,,,
BGbWMA,$20-$40,$10-$15,$6-$8,Yes,$300-$500,No,2,30.0
dY2yqN,,,,,,,,
ylqaNd,,,,,,,,
zKQ5P8,$80-$100,$8-$10,$8-$10,Yes,$100-$300,Yes,5,90.0
24xGqb,<$20,$6-$8,More than $20,Yes,$100-$300,Yes,1,10.0
MAdpog,$20-$40,$8-$10,$15-$20,Yes,$300-$500,Yes,2,30.0
YZzAPv,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
NAB1Kb,$20-$40,$10-$15,More than $20,Yes,$500-$1000,Yes,2,30.0
qbE1xk,$20-$40,$4-$6,$6-$8,Yes,$100-$300,Yes,2,30.0
PABqjP,<$20,$8-$10,$4-$6,No,$300-$500,Yes,1,10.0
rlrMx5,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
oAVj6M,$20-$40,$8-$10,$8-$10,Yes,$20-$50,Yes,2,30.0
rlrZ5X,$40-$60,$8-$10,More than $20,Yes,"More than $1,000",Yes,3,50.0
OABN4a,,,,,,,,
aBrMNW,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
ZdRrpv,$60-$80,$8-$10,$15-$20,No,$300-$500,Yes,4,70.0
VZ16zj,,,,,,,,
0EjWQP,$40-$60,$8-$10,$8-$10,No,$300-$500,Yes,3,50.0
24x6Eg,$20-$40,$8-$10,$10-$15,Yes,$20-$50,Yes,2,30.0
zKQ6jg,,,,,,,,
24x6XM,$60-$80,$15-$20,More than $20,Yes,"More than $1,000",Yes,4,70.0
5dqAXv,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
bl4Jq7,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
OABMpA,$20-$40,$4-$6,$4-$6,Yes,$20-$50,Yes,2,30.0
qbElGO,<$20,$6-$8,$6-$8,Yes,$20-$50,Yes,1,10.0
WAp79L,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
PABq11,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
eBxWdo,$80-$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,5,90.0
QABlgk,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
NABZrp,$20-$40,$6-$8,More than $20,No,$50-$100,Yes,2,30.0
8dp4vo,<$20,$10-$15,$10-$15,No,$100-$300,Yes,1,10.0
oAVL4M,$20-$40,$6-$8,$8-$10,No,$100-$300,No,2,30.0
8dplLl,<$20,$8-$10,More than $20,No,$20-$50,Yes,1,10.0
MAdxD8,<$20,$6-$8,More than $20,Yes,Less than $20,Yes,1,10.0
VZ16pN,$20-$40,$4-$6,$4-$6,Yes,"More than $1,000",Yes,2,30.0
jB9VDY,$60-$80,$4-$6,$6-$8,No,$300-$500,Yes,4,70.0
bl4J97,$40-$60,$6-$8,$6-$8,Yes,$500-$1000,Yes,3,50.0
zKQ6xZ,<$20,$6-$8,$6-$8,Yes,$20-$50,Yes,1,10.0
6dQEb5,<$20,$4-$6,$4-$6,No,$20-$50,No,1,10.0
0EjWrQ,$40-$60,$10-$15,$15-$20,Yes,"More than $1,000",Yes,3,50.0
ZdRBOV,$80-$100,$8-$10,$10-$15,Yes,$50-$100,Yes,5,90.0
MAdxeE,$20-$40,$6-$8,,,$100-$300,Yes,2,30.0
VZ16p6,$40-$60,More than $20,$15-$20,Yes,$300-$500,Yes,3,50.0
lNlEBX,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
dY2eLN,$40-$60,$8-$10,More than $20,No,$20-$50,Yes,3,50.0
rlrZOo,,,,,,,,
Albe1W,,$6-$8,,Yes,$500-$1000,Yes,,
1r2o1L,$20-$40,$10-$15,More than $20,Yes,"More than $1,000",Yes,2,30.0
VZ16G6,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
zKQ6YM,<$20,$6-$8,$10-$15,Yes,$100-$300,Yes,1,10.0
BGbRde,$60-$80,More than $20,More than $20,No,$300-$500,Yes,4,70.0
rlrMNL,,,,,,,,
LdMLA2,$60-$80,$6-$8,$8-$10,Yes,"More than $1,000",Yes,4,70.0
42NbKA,$20-$40,$4-$6,$6-$8,No,$20-$50,Yes,2,30.0
lNlEbV,>$100,$4-$6,$2-$4,Yes,$50-$100,Yes,6,110.0
pLP2rP,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
DVv6rp,$20-$40,$10-$15,More than $20,Yes,$100-$300,Yes,2,30.0
lNlko6,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
eBxW1o,$20-$40,$4-$6,$4-$6,Yes,$500-$1000,Yes,2,30.0
VZ16El,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
BGbWPY,$20-$40,$8-$10,$10-$15,Yes,"More than $1,000",Yes,2,30.0
AlbX7o,$40-$60,$6-$8,$8-$10,Yes,$100-$300,Yes,3,50.0
oAVLrM,$20-$40,$10-$15,$10-$15,Yes,$300-$500,Yes,2,30.0
1r2aW4,$60-$80,$10-$15,$15-$20,Yes,$500-$1000,Yes,4,70.0
RzB9Kv,$80-$100,$4-$6,$8-$10,Yes,$100-$300,Yes,5,90.0
5dqAzE,,,,,,,,
1r2oqO,$20-$40,$10-$15,$6-$8,No,$100-$300,Yes,2,30.0
42NbKr,$40-$60,$6-$8,$10-$15,Yes,$50-$100,Yes,3,50.0
24x6PD,$40-$60,$8-$10,$10-$15,No,$500-$1000,Yes,3,50.0
OABNlM,<$20,$8-$10,$10-$15,No,$50-$100,Yes,1,10.0
8dp47Y,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
RzB9WQ,>$100,$4-$6,$4-$6,Yes,Less than $20,No,6,110.0
jB9VZ1,$80-$100,$4-$6,$4-$6,No,$500-$1000,Yes,5,90.0
oAVj2b,$60-$80,More than $20,More than $20,Yes,"More than $1,000",Yes,4,70.0
jB9VlQ,$60-$80,More than $20,More than $20,Yes,$100-$300,Yes,4,70.0
GrBA2z,<$20,$10-$15,$6-$8,Yes,$300-$500,Yes,1,10.0
9dJKQ5,$20-$40,$8-$10,$8-$10,Yes,$300-$500,Yes,2,30.0
aBrMdX,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
EPbOWB,$40-$60,$8-$10,$10-$15,Yes,"More than $1,000",Yes,3,50.0
OABNQk,$80-$100,$10-$15,More than $20,Yes,$500-$1000,Yes,5,90.0
dY2yEV,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
vNx9Yl,$40-$60,$4-$6,More than $20,Yes,"More than $1,000",Yes,3,50.0
dY2yWD,<$20,$10-$15,$8-$10,Yes,$300-$500,Yes,1,10.0
bl4J50,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
WAp7OL,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
zKQ6yk,$40-$60,$10-$15,$10-$15,Yes,$100-$300,Yes,3,50.0
DVvGKE,$40-$60,$10-$15,$10-$15,Yes,$500-$1000,Yes,3,50.0
MAdxRk,,,,Yes,,,,
YZzlN6,$40-$60,$10-$15,$15-$20,Yes,$50-$100,Yes,3,50.0
zKQ6Ng,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
pLP2ey,$20-$40,$8-$10,$8-$10,No,"More than $1,000",Yes,2,30.0
KMBjeD,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
KMBjzD,$80-$100,$8-$10,$8-$10,Yes,$500-$1000,No,5,90.0
5dqAKb,$20-$40,$6-$8,$6-$8,No,$300-$500,Yes,2,30.0
vNx9eg,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
aBrM4Z,$20-$40,$10-$15,$10-$15,No,$100-$300,Yes,2,30.0
EPb74L,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
kYRPbd,$20-$40,$4-$6,$6-$8,No,$300-$500,Yes,2,30.0
PABq91,$40-$60,$8-$10,$10-$15,No,"More than $1,000",Yes,3,50.0
RzB9oK,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
jB9Vb1,,,,,,,,
qbE12k,$80-$100,$6-$8,$6-$8,No,$300-$500,Yes,5,90.0
J2k4dX,$40-$60,$6-$8,$6-$8,No,$500-$1000,Yes,3,50.0
zKQ6DM,$40-$60,$6-$8,$6-$8,No,Less than $20,Yes,3,50.0
7d9kl6,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
8dplQz,<$20,$4-$6,$4-$6,No,$50-$100,Yes,1,10.0
QABQeY,<$20,$6-$8,$8-$10,Yes,Less than $20,Yes,1,10.0
6dQB8o,$40-$60,$6-$8,$6-$8,No,$300-$500,Yes,3,50.0
MAdxEk,$40-$60,$6-$8,$15-$20,Yes,$20-$50,Yes,3,50.0
6dQB7J,<$20,$4-$6,$4-$6,No,$20-$50,Yes,1,10.0
9dJK9E,$60-$80,$8-$10,More than $20,Yes,$100-$300,Yes,4,70.0
XeBb0L,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
AlbX2y,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
QABQ5G,$40-$60,$8-$10,$8-$10,Yes,"More than $1,000",Yes,3,50.0
GrBPdk,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
kYRPEo,$60-$80,$8-$10,$8-$10,Yes,$300-$500,Yes,4,70.0
VZ165y,<$20,$8-$10,$8-$10,Yes,$100-$300,No,1,10.0
7d9kWR,$80-$100,$6-$8,$15-$20,No,"More than $1,000",Yes,5,90.0
xdNWMd,$40-$60,$15-$20,$15-$20,Yes,"More than $1,000",Yes,3,50.0
24x6jM,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
DVvGkl,$80-$100,$8-$10,More than $20,No,$500-$1000,Yes,5,90.0
7d9kx0,<$20,$8-$10,$8-$10,No,$500-$1000,Yes,1,10.0
aBrMYb,$20-$40,$4-$6,$4-$6,Yes,$100-$300,Yes,2,30.0
XeBboP,$60-$80,$6-$8,$8-$10,Yes,$300-$500,No,4,70.0
oAVj9N,$20-$40,$10-$15,$15-$20,Yes,$300-$500,Yes,2,30.0
lNlEeo,$20-$40,$8-$10,$8-$10,No,Less than $20,Yes,2,30.0
LdM2zJ,$60-$80,$6-$8,$8-$10,No,"More than $1,000",Yes,4,70.0
YZzARv,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
bl4Je6,$20-$40,$6-$8,$6-$8,Yes,$50-$100,Yes,2,30.0
lNlEOo,$40-$60,$8-$10,$8-$10,Yes,Less than $20,Yes,3,50.0
rlrZDX,$40-$60,$6-$8,$10-$15,No,"More than $1,000",Yes,3,50.0
g5NoGD,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
vNx9Dg,,,,,,,,
dY2yar,$40-$60,$8-$10,$10-$15,No,$100-$300,Yes,3,50.0
PABqj0,$20-$40,$4-$6,$4-$6,Yes,Less than $20,Yes,2,30.0
42Nb7r,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
VZ16zM,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
8dplzr,$40-$60,$10-$15,$10-$15,Yes,$50-$100,Yes,3,50.0
g5N6RK,<$20,$6-$8,$15-$20,Yes,$100-$300,Yes,1,10.0
EPbO52,>$100,More than $20,More than $20,Yes,$500-$1000,Yes,6,110.0
g5NoqP,$40-$60,$6-$8,$8-$10,Yes,$50-$100,Yes,3,50.0
KMBj1X,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
jB9VQJ,$20-$40,$6-$8,More than $20,No,$100-$300,Yes,2,30.0
24xGMA,<$20,$8-$10,$10-$15,No,Less than $20,Yes,1,10.0
6dQBLN,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
xdNWav,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
ylqaYX,<$20,$6-$8,$10-$15,Yes,$20-$50,Yes,1,10.0
KMBjVX,$40-$60,$8-$10,$10-$15,No,$100-$300,Yes,3,50.0
8dplKP,$20-$40,$8-$10,$10-$15,Yes,$20-$50,Yes,2,30.0
oAVjb5,$60-$80,$10-$15,$4-$6,No,$500-$1000,Yes,4,70.0
rlrZao,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
EPbOQr,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
OABN1k,$60-$80,$10-$15,$10-$15,Yes,$100-$300,Yes,4,70.0
WAp75v,$40-$60,$8-$10,$8-$10,Yes,"More than $1,000",No,3,50.0
QABQVX,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
OABMOp,$40-$60,$6-$8,$8-$10,Yes,$100-$300,Yes,3,50.0
VZ1ORl,<$20,$4-$6,$6-$8,No,Less than $20,No,1,10.0
oAVj65,$40-$60,$6-$8,$6-$8,No,$500-$1000,Yes,3,50.0
YZzlE0,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
aBrMQW,,,,,,,,
rlrZA2,$40-$60,$6-$8,$6-$8,Yes,$100-$300,Yes,3,50.0
ylqa28,$60-$80,More than $20,$15-$20,Yes,$500-$1000,Yes,4,70.0
OABNQM,$20-$40,$8-$10,$15-$20,Yes,Less than $20,Yes,2,30.0
6dQBjA,$20-$40,$4-$6,$6-$8,No,$300-$500,Yes,2,30.0
BGbRxR,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
xdNWDd,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
pLPplE,>$100,$8-$10,$8-$10,Yes,$20-$50,Yes,6,110.0
eBxXZJ,$60-$80,$10-$15,$10-$15,Yes,"More than $1,000",Yes,4,70.0
BGbR7R,$20-$40,$10-$15,$8-$10,Yes,$20-$50,Yes,2,30.0
EPbOxB,$40-$60,$6-$8,$8-$10,Yes,$300-$500,Yes,3,50.0
qbElA9,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
0EjW6B,<$20,$8-$10,$8-$10,Yes,$20-$50,Yes,1,10.0
xdNWx9,$40-$60,$8-$10,$6-$8,Yes,"More than $1,000",Yes,3,50.0
PABJad,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
BGbRpe,$20-$40,$8-$10,$10-$15,No,$100-$300,Yes,2,30.0
WAp7Ee,$80-$100,$6-$8,$6-$8,No,Less than $20,Yes,5,90.0
DVvGdN,<$20,$6-$8,$10-$15,Yes,$300-$500,Yes,1,10.0
EPbOqA,$40-$60,$8-$10,$8-$10,No,$50-$100,Yes,3,50.0
42NbXo,>$100,$10-$15,$15-$20,No,$500-$1000,Yes,6,110.0
qbElDO,$80-$100,$6-$8,$6-$8,No,$50-$100,Yes,5,90.0
kYRBDj,$40-$60,$8-$10,$8-$10,Yes,$50-$100,Yes,3,50.0
lNlkJp,<$20,$6-$8,More than $20,No,$100-$300,Yes,1,10.0
24x68b,$20-$40,$4-$6,$4-$6,Yes,$20-$50,Yes,2,30.0
VZ16j6,<$20,$6-$8,$6-$8,Yes,$20-$50,Yes,1,10.0
1r2aA4,$20-$40,$4-$6,$4-$6,Yes,$50-$100,Yes,2,30.0
xdNWa5,$40-$60,$10-$15,$15-$20,Yes,"More than $1,000",Yes,3,50.0
8dplNk,$40-$60,$8-$10,More than $20,No,$100-$300,Yes,3,50.0
BGbRXK,$80-$100,$15-$20,$8-$10,No,"More than $1,000",Yes,5,90.0
J2k4AK,$20-$40,$10-$15,$10-$15,Yes,$300-$500,Yes,2,30.0
NABZWj,$40-$60,$8-$10,$10-$15,Yes,$100-$300,Yes,3,50.0
1r2a91,$40-$60,$4-$6,$6-$8,Yes,$20-$50,Yes,3,50.0
42NbB5,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
aBrM5Z,$60-$80,$6-$8,$6-$8,Yes,$50-$100,Yes,4,70.0
0EjRN0,$20-$40,$10-$15,More than $20,No,$500-$1000,Yes,2,30.0
oAVjDN,>$100,$8-$10,$10-$15,No,$100-$300,Yes,6,110.0
pLP2dP,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
VZ16Qj,$20-$40,$4-$6,$2-$4,,$50-$100,Yes,2,30.0
PABJa0,$20-$40,$8-$10,$15-$20,Yes,"More than $1,000",No,2,30.0
g5N6yK,$40-$60,$8-$10,$10-$15,Yes,"More than $1,000",Yes,3,50.0
NABZl0,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
AlbXve,$40-$60,$10-$15,More than $20,No,"More than $1,000",Yes,3,50.0
GrBP6O,$40-$60,$4-$6,$4-$6,Yes,$100-$300,Yes,3,50.0
NABZoO,$60-$80,$6-$8,$15-$20,Yes,"More than $1,000",Yes,4,70.0
KMBj5g,,,,,,,,
lNlErN,$20-$40,$6-$8,$6-$8,No,$20-$50,Yes,2,30.0
42NbxA,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
OABN7a,<$20,$6-$8,$6-$8,Yes,Less than $20,No,1,10.0
DVvGBE,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
LdMLRO,<$20,$6-$8,$8-$10,Yes,$50-$100,Yes,1,10.0
6dQBeN,$20-$40,$6-$8,$4-$6,Yes,"More than $1,000",Yes,2,30.0
5dqPWP,$40-$60,$6-$8,$6-$8,No,$300-$500,Yes,3,50.0
ZdRBEV,$40-$60,$6-$8,More than $20,Yes,$500-$1000,Yes,3,50.0
8dploo,,,,,,,,
0EjW7A,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
0EjWOB,$20-$40,$8-$10,$15-$20,No,$100-$300,Yes,2,30.0
xdNWJd,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
dY2yNV,<$20,$4-$6,$8-$10,No,"More than $1,000",Yes,1,10.0
0EjR2Q,$20-$40,$15-$20,More than $20,Yes,$50-$100,,2,30.0
qbEla5,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
YZzAaW,$20-$40,$4-$6,$4-$6,Yes,,Yes,2,30.0
AlbXlz,,,,,,,,
OABNAg,,,,,,,,
NABZVl,,,,,,,,
0EjWj6,,,,,,,,
24x649,$20-$40,$6-$8,$8-$10,Yes,$500-$1000,Yes,2,30.0
dY2yYK,$40-$60,$8-$10,$8-$10,Yes,$50-$100,Yes,3,50.0
0EjWLN,,$8-$10,,No,"More than $1,000",Yes,,
DVvGNZ,$40-$60,$6-$8,$6-$8,No,"More than $1,000",Yes,3,50.0
MAdx5M,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
zKQ6eR,$60-$80,$8-$10,$10-$15,No,$300-$500,Yes,4,70.0
NABZ0l,<$20,$2-$4,$2-$4,Yes,$100-$300,Yes,1,10.0
vNx920,<$20,$10-$15,$10-$15,No,Less than $20,No,1,10.0
RzB9zj,>$100,$15-$20,More than $20,No,"More than $1,000",Yes,6,110.0
EPbOJX,,,,,,,,
oAVjvM,,,,,,,,
9dJK1Q,$40-$60,$8-$10,More than $20,Yes,"More than $1,000",Yes,3,50.0
EPbOPr,,,,,,,,
J2k42R,$80-$100,$6-$8,$6-$8,Yes,$100-$300,Yes,5,90.0
ylqaq4,$20-$40,$6-$8,$4-$6,Yes,$50-$100,Yes,2,30.0
8dplpx,$40-$60,$6-$8,$15-$20,No,$100-$300,Yes,3,50.0
rlrZLl,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
eBxX20,$20-$40,$6-$8,$2-$4,Yes,$50-$100,Yes,2,30.0
DVvGDq,>$100,More than $20,More than $20,Yes,$300-$500,Yes,6,110.0
42NboO,$20-$40,$6-$8,$6-$8,No,Less than $20,Yes,2,30.0
dY2yPo,$40-$60,$10-$15,$10-$15,No,$300-$500,Yes,3,50.0
GrBPJo,$40-$60,$10-$15,$15-$20,Yes,Less than $20,Yes,3,50.0
zKQ6W1,$20-$40,$6-$8,$4-$6,Yes,$100-$300,Yes,2,30.0
EPbOJN,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
eBxXL0,$60-$80,$8-$10,$10-$15,No,$300-$500,Yes,4,70.0
EPbO04,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
PABql5,$20-$40,$10-$15,$10-$15,No,$20-$50,Yes,2,30.0
1r2aEp,$60-$80,$6-$8,$10-$15,Yes,$500-$1000,Yes,4,70.0
1r2avQ,$40-$60,$10-$15,$4-$6,No,$50-$100,Yes,3,50.0
aBrMrq,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
5dqAEM,$40-$60,$8-$10,$4-$6,Yes,$500-$1000,Yes,3,50.0
rlrZdl,,$10-$15,$15-$20,No,$300-$500,Yes,,
aBrMGB,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
kYRP51,,,,,,,,
PABqX5,$40-$60,$6-$8,$6-$8,No,$100-$300,Yes,3,50.0
ylqaop,$80-$100,$8-$10,$15-$20,Yes,$500-$1000,Yes,5,90.0
5dqAeP,<$20,$6-$8,$6-$8,No,$300-$500,Yes,1,10.0
aBrMK9,<$20,$4-$6,$4-$6,No,$50-$100,Yes,1,10.0
aBrMEv,,$6-$8,$8-$10,Yes,,,,
MAdxOM,$60-$80,$4-$6,$6-$8,Yes,$100-$300,Yes,4,70.0
