submission_id,age,gender,education_level,employment_status,number_children,work_from_home,cups_per_day,where_drink,brew_methods,purchase_locations,favorite_drink,preferred_style,preferred_strength,preferred_roast_level,caffeine_preference,expertise,likes_coffee_taste,knows_coffee_source,expertise_segment,expertise_segment_order,monthly_coffee_spend,monthly_spend_band_order,estimated_monthly_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,is_premium_customer,preferred_abc,preferred_a_or_d,preferred_overall
PABZe5,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,Cappuccino,Nutty,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,More than $20,No,$500-$1000,Yes,0,Coffee C,Coffee A,Coffee C
J2kEGo,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,1,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press, Other",,Mocha,Chocolatey,Somewhat strong,Dark,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
ylq8zx,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Cold brew",,Latte,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,"More than $1,000",Yes,0,Coffee C,Coffee A,Coffee C
WApapR,25-34 years old,,,,,,Less than 1,At the office,,,Regular drip coffee,Fruity,Medium,Medium,Full caffeine,3.0,,,Beginner,1,,,,,,,,,0,,,
xdN8z5,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work in person,2,"At home, At a cafe, At the office",Pour over,,Pourover,Fruity,Somewhat strong,Medium,Full caffeine,9.0,Yes,Yes,Expert,4,$20-$40,2.0,30.0,$15-$20,$15-$20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
NAB2dj,25-34 years old,Male,Doctorate or professional degree,Employed full-time,,I do a mix of both,2,"At the office, At home","Pour over, French press, Espresso",,Pourover,Chocolatey,Medium,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
ylq81x,18-24 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,1,At home,Pour over,,Cortado,Fruity,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$10-$15,No,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
vNx8zD,45-54 years old,Male,Bachelor's degree,Employed part-time,,I primarily work in person,1,"At home, At a cafe, On the go, At the office","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Coffee extract (e.g. Cometeer), Cold brew, Other","National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Latte,Full Bodied,Somewhat strong,Light,Decaf,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,More than $20,No,$300-$500,Yes,0,Coffee A,Coffee A,Coffee D
oAV8zP,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,3,"At home, At the office, At a cafe, On the go","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)","Deli or supermarket, Specialty coffee shop",Pourover,Bold,Very strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,More than $20,Yes,$100-$300,Yes,0,Coffee B,Coffee D,Coffee D
QABNkG,35-44 years old,Male,Doctorate or professional degree,Employed part-time,2,I primarily work from home,1,At home,"Pour over, Cold brew",,Cappuccino,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$4-$6,$4-$6,No,$300-$500,Yes,0,Coffee C,Coffee A,Coffee C
8dpbDA,>65 years old,,,,,,1,At a cafe,,,,Juicy,Somewhat strong,Medium,Full caffeine,3.0,,,Beginner,1,,,,,,,,,0,,,
YZz760,25-34 years old,,,,,,2,At home,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",,Pourover,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,,,Intermediate,2,,,,,,,,,0,Coffee C,Coffee A,Coffee C
PABZqd,35-44 years old,Male,Master's degree,Employed full-time,2,I primarily work in person,3,"At the office, At a cafe",,,Latte,Bold,Somewhat strong,Dark,Full caffeine,4.0,Yes,Yes,Intermediate,2,$80-$100,5.0,90.0,$10-$15,More than $20,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee B
oAV8LX,18-24 years old,Male,,,,I do a mix of both,2,"At a cafe, At the office, On the go",,Local cafe,Cold brew,Nutty,Medium,Medium,Full caffeine,8.0,Yes,No,Advanced,3,$80-$100,5.0,90.0,$6-$8,$8-$10,Yes,$100-$300,Yes,1,Coffee C,Coffee D,Coffee C
XeB6Pd,18-24 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Pod/capsule machine (e.g. Keurig/Nespresso),,Americano,Caramalized,Very strong,Light,Full caffeine,10.0,Yes,No,Expert,4,<$20,1.0,10.0,$6-$8,$4-$6,Yes,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
AlbMRB,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, Espresso",,Pourover,Chocolatey,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$15-$20,More than $20,Yes,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
jB98XR,18-24 years old,Female,Bachelor's degree,Student,,I primarily work from home,2,At home,Espresso,,Cappuccino,Sweet,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$6-$8,No,$300-$500,Yes,0,Coffee C,Coffee A,Coffee C
NAB2Zb,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,Less than 1,At a cafe,,,Latte,Sweet,Somewhat light,Light,Decaf,3.0,No,No,Beginner,1,<$20,1.0,10.0,$8-$10,$8-$10,No,Less than $20,No,0,Coffee C,Coffee D,Coffee C
aBrpMy,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At the office, At home","Pour over, Espresso",,Latte,Chocolatey,Medium,Dark,Full caffeine,2.0,Yes,Yes,Beginner,1,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$50-$100,Yes,0,Coffee A,Coffee A,Coffee A
OABxKK,18-24 years old,Male,Some college or associate's degree,Student,,I primarily work in person,2,"On the go, At a cafe",,"Specialty coffee shop, Local cafe",Espresso,Bright,Somewhat light,Light,Full caffeine,4.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$10-$15,Yes,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
pLPYlP,18-24 years old,,,,,,Less than 1,"At home, At a cafe",Other,,,,,,,,,,Unknown,5,,,,,,,,,0,,,
EPbooq,25-34 years old,Female,Bachelor's degree,Employed full-time,1,I primarily work from home,Less than 1,At a cafe,,,Iced coffee,Sweet,Weak,Blonde,Decaf,1.0,No,No,Beginner,1,<$20,1.0,10.0,$8-$10,$10-$15,Yes,Less than $20,No,0,Coffee C,Coffee A,Coffee C
XeB6je,25-34 years old,,,,,,2,At home,Coffee extract (e.g. Cometeer),,Espresso,Full Bodied,Medium,Medium,Full caffeine,4.0,,,Intermediate,2,,,,,,,,,0,,,
PABZq0,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work in person,2,"At home, At the office",Coffee extract (e.g. Cometeer),,Iced coffee,Full Bodied,Medium,Medium,Half caff,5.0,Yes,No,Intermediate,2,$60-$80,4.0,70.0,$8-$10,$10-$15,No,"More than $1,000",No,0,Coffee B,Coffee D,Coffee B
GrBOE2,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work in person,1,"On the go, At home, At a cafe",Espresso,Local cafe,Latte,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,$8-$10,$10-$15,Yes,"More than $1,000",Yes,1,Coffee B,Coffee A,Coffee B
pLPYYZ,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,1,At home,Pour over,,Latte,Chocolatey,Medium,Light,Full caffeine,3.0,Yes,Yes,Beginner,1,$20-$40,2.0,30.0,$6-$8,More than $20,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
GrBOVj,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso",,Espresso,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,$6-$8,$10-$15,Yes,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
DVvROb,25-34 years old,,,,,I primarily work from home,2,At home,"Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Bright,Medium,Light,Full caffeine,5.0,,,Intermediate,2,,,,,,,,,0,Coffee A,Coffee A,Coffee A
rlr8Z5,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At a cafe, At the office, At home, On the go","Pour over, Coffee extract (e.g. Cometeer)","Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Regular drip coffee,Bright,Medium,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$10-$15,$4-$6,Yes,$300-$500,Yes,0,Coffee C,Coffee A,Coffee C
KMBr2M,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At home, At the office",Other,,Regular drip coffee,Fruity,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,More than $20,No,$100-$300,Yes,0,Coffee B,Coffee D,Coffee D
kYR8BJ,25-34 years old,Female,Master's degree,Unemployed,,I primarily work from home,2,At home,Coffee extract (e.g. Cometeer),,Regular drip coffee,Bright,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$10-$15,More than $20,Yes,$20-$50,No,0,Coffee A,Coffee D,Coffee D
aBrpJ9,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, At a cafe",Espresso,,Latte,Chocolatey,Medium,Medium,Full caffeine,4.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$10-$15,$10-$15,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee C
bl41a0,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",,Pourover,Bold,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$8-$10,$10-$15,Yes,$500-$1000,Yes,1,Coffee B,Coffee D,Coffee D
RzBqyp,25-34 years old,Male,Bachelor's degree,Employed full-time,2,I primarily work from home,2,At home,"Espresso, Pour over, Cold brew",,Pourover,Sweet,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,More than $20,More than $20,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
1r2Q0M,45-54 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, French press, Other",,Latte,Bright,Medium,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,$40-$60,3.0,50.0,$10-$15,$6-$8,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee D
GrBOO2,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work from home,3,At home,Pour over,,Pourover,Sweet,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee D
jB98V6,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Pourover,Floral,Very strong,Medium,Half caff,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,,Yes,$100-$300,Yes,0,Coffee B,Coffee D,Coffee D
QABNpg,18-24 years old,Male,Master's degree,Student,,I do a mix of both,3,"At home, At the office","French press, Pour over",,Pourover,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$10-$15,$15-$20,Yes,$500-$1000,Yes,0,Coffee C,Coffee A,Coffee C
DVvR6j,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Espresso, Pour over, Coffee extract (e.g. Cometeer)",,Cortado,Fruity,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$15-$20,$15-$20,No,"More than $1,000",Yes,0,Coffee C,Coffee D,Coffee D
xdN8q9,25-34 years old,Female,Bachelor's degree,Employed full-time,,I do a mix of both,1,At home,Pour over,,Pourover,Bright,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$8-$10,No,$50-$100,Yes,0,Coffee A,Coffee D,Coffee D
xdN8W9,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,2,At home,Pour over,,Pourover,Fruity,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$15-$20,$8-$10,No,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
9dJAzX,25-34 years old,,,,,,2,"At home, At the office","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",,Americano,Nutty,Somewhat strong,Medium,Full caffeine,6.0,,,Intermediate,2,,,,,,,,,0,Coffee C,Coffee A,Coffee C
rlr8ep,>65 years old,Female,Master's degree,Employed full-time,3,I primarily work in person,4,"At the office, At home, On the go, At a cafe","Espresso, Pour over","Local cafe, Specialty coffee shop",Espresso,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$6-$8,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
WApa4L,25-34 years old,Female,High school graduate,Employed full-time,,I do a mix of both,2,"At home, At the office, On the go, At a cafe","Espresso, Cold brew, Pour over","National chain (e.g. Starbucks, Dunkin)",Iced coffee,Fruity,Very strong,Blonde,Full caffeine,4.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$6-$8,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
lNl8pV,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,At home,French press,,Latte,Chocolatey,Medium,Medium,Full caffeine,4.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$6-$8,$4-$6,No,$20-$50,Yes,0,Coffee B,Coffee A,Coffee B
9dJAbX,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe, On the go",Pour over,Specialty coffee shop,Pourover,Juicy,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,More than $20,No,$300-$500,Yes,1,Coffee A,Coffee D,Coffee D
zKQ8A1,25-34 years old,Female,Some college or associate's degree,Employed full-time,,I primarily work in person,2,"At the office, At home, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Espresso, Cold brew","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Cappuccino,Caramalized,Somewhat strong,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$4-$6,$4-$6,Yes,$50-$100,No,0,Coffee C,Coffee A,Coffee C
QABNP1,35-44 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Coffee extract (e.g. Cometeer), Pour over",,Other,Floral,Very strong,Medium,Full caffeine,2.0,Yes,No,Beginner,1,<$20,1.0,10.0,$8-$10,$8-$10,No,"More than $1,000",Yes,0,Coffee B,Coffee D,Coffee D
pLPYEE,35-44 years old,,,,,I primarily work from home,Less than 1,At home,"Pour over, Cold brew, Other",,Latte,Full Bodied,Weak,Medium,Half caff,4.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$6-$8,$8-$10,No,$20-$50,Yes,0,Coffee A,Coffee A,Coffee A
GrBOMQ,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Pour over",,Cortado,Full Bodied,Medium,Light,,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee B
RzBqpQ,25-34 years old,Male,High school graduate,Employed full-time,,I primarily work in person,2,At home,"Pour over, Espresso",,Espresso,Juicy,Medium,Nordic,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$8-$10,No,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
24x9MM,18-24 years old,Male,Some college or associate's degree,Employed part-time,,I primarily work in person,1,At home,Cold brew,,Cold brew,Sweet,Medium,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$8-$10,More than $20,No,$100-$300,Yes,0,Coffee B,Coffee D,Coffee D
7d9rX0,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Pour over,,Pourover,Juicy,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,<$20,1.0,10.0,$6-$8,$4-$6,No,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
YZz72z,18-24 years old,Other (please specify),Some college or associate's degree,Student,,I primarily work in person,Less than 1,"At a cafe, At home",Coffee brewing machine (e.g. Mr. Coffee),,Cappuccino,Nutty,Medium,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,<$20,1.0,10.0,$6-$8,$6-$8,Yes,$50-$100,Yes,0,Coffee B,Coffee A,Coffee B
42Nl0b,18-24 years old,Other (please specify),Some college or associate's degree,Student,,I primarily work in person,2,At home,Espresso,,Latte,Sweet,Medium,Dark,Full caffeine,3.0,Yes,Yes,Beginner,1,$20-$40,2.0,30.0,$6-$8,$10-$15,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
lNl8JX,35-44 years old,Male,Master's degree,Unemployed,,I primarily work from home,1,At home,Espresso,,Espresso,Chocolatey,Very strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,>$100,6.0,110.0,$10-$15,$6-$8,No,"More than $1,000",Yes,0,Coffee C,Coffee D,Coffee D
xdN8kd,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,At a cafe,,,Latte,Sweet,Medium,Light,Half caff,3.0,Yes,No,Beginner,1,<$20,1.0,10.0,$8-$10,$15-$20,No,$20-$50,Yes,0,Coffee A,Coffee A,Coffee A
VZ1WWE,35-44 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work from home,1,At home,"Pour over, French press, Cold brew, Other",,Pourover,Caramalized,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$8-$10,No,$50-$100,Yes,0,Coffee C,Coffee A,Coffee C
bl4QV6,25-34 years old,Female,Some college or associate's degree,Employed full-time,,I primarily work in person,1,At the office,,,Mocha,Bright,Medium,Medium,Full caffeine,1.0,Yes,No,Beginner,1,<$20,1.0,10.0,$8-$10,$8-$10,Yes,$50-$100,Yes,0,Coffee B,Coffee A,Coffee A
LdM4xG,55-64 years old,Male,Bachelor's degree,Employed full-time,1,I do a mix of both,3,At home,Pour over,,Pourover,Floral,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,$15-$20,$4-$6,No,$500-$1000,Yes,1,Coffee B,Coffee A,Coffee D
VZ1OLj,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At the office, At home","Pour over, Espresso, Coffee extract (e.g. Cometeer)",,Espresso,Juicy,Very strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$6-$8,More than $20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
KMBrrk,35-44 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,1,At home,Pour over,,Pourover,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
5dqaWQ,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, At the office, At a cafe","Pour over, Other, Cold brew",,Cappuccino,Full Bodied,Very strong,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,$60-$80,4.0,70.0,$8-$10,$10-$15,No,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
NAB22W,35-44 years old,Male,Master's degree,Employed full-time,,I do a mix of both,More than 4,"At the office, At home","French press, Espresso",,Regular drip coffee,Nutty,Medium,Dark,Full caffeine,8.0,Yes,No,Advanced,3,>$100,6.0,110.0,$15-$20,$15-$20,Yes,"More than $1,000",Yes,1,Coffee B,Coffee D,Coffee B
eBxWZx,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,3,"At home, At a cafe","Pour over, Espresso",,Espresso,Fruity,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,More than $20,More than $20,No,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
OABxOM,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Pour over,,Pourover,Full Bodied,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$8-$10,No,$300-$500,Yes,0,Coffee B,Coffee A,Coffee B
lNl825,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,4,"At the office, At home","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over",,Latte,Caramalized,Medium,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$4-$6,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
EPboy2,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work in person,1,"At home, At the office, At a cafe","Pour over, Espresso",,Cortado,Juicy,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,More than $20,$15-$20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
LdM48z,25-34 years old,Female,Doctorate or professional degree,Employed full-time,1,I primarily work in person,2,"At home, At the office",Pour over,,Pourover,Fruity,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$10-$15,No,$50-$100,Yes,0,Coffee B,Coffee D,Coffee D
KMBKYX,18-24 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,3,"At a cafe, At home, At the office, On the go","Pour over, French press, Espresso, Other","Specialty coffee shop, Local cafe",Regular drip coffee,Bright,Very strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
NAB21W,25-34 years old,Female,Doctorate or professional degree,Employed full-time,,I primarily work in person,1,"At home, On the go, At the office","Pod/capsule machine (e.g. Keurig/Nespresso), Espresso","Deli or supermarket, Local cafe",Latte,Nutty,Medium,Medium,Half caff,5.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$8-$10,$8-$10,Yes,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
